brewery,beer name,size,style,description from brewer,color,ABV,OG,FG,IBU,availability,calories,calories/serving size,ingredients,grains,Hops,yeast,other ingredients,distributor,item,upc,reg price,post off,net case price,unit price,deposit,suggested +20%,suggested +25%,suggested +30%,,,,
Captain Lawrence Brewing Company,Cuvee De Castleton,,,,,,,,,sprng,,,,,,,,,,,,,,,,,,,,,,
Captain Lawrence Brewing Company,Golden Delicious,,American Trippel Ale,,,,,,,falll,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Midnight Sun Kolsch,,kolsch,"From the talented brewers of Midnight Sun comes an incredible, beautifully bright and sunny golden ale. Every sip entices the taste buds with a bold balance of pils malt and noble hops. Midnight Sun Kolsch is a traditional German-style beer that unites the liveliness of an ale with the crispness of a lager for real refreshment any time of year.Creating a beer that truly serves both newcomers to craft beer as well as avid beer aficionados is no easy task. Midnight Sun Kolsch brewers struck gold with this beer...and now you can too.",,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Kodiak Brown Ale,,Brown Ale,"Rugged yet smooth, Kodiak Brown Ale balances caramel and roasted malts with enticing Northwest hops. Inspired by the adventurous spirit readily found in Alaska, Kodiak Brown Ale invites you to take the road less traveled. Like true Alaskans, we are not afraid of the dark.",,5,,,24,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Sockeye Red IPA,,Red IPA,"Brewed in the bold spirit of Alaska, Sockeye Red IPA is a finely crafted Pacific Northwest-style India Pale Ale with a real bite. Ample pale two-row malt creates a fresh, firm body while specialty malts impart a spawning red hue. The predominant character of this fiesty catch comes from outlandish portions of Centennial, Cascade and Simcoe hops, giving this beer tremendous citrus and floral aroma and flavor. Determined and bitter but amazingly balanced, Sockeye Red is gnarly enough to take you hook, line and sinker. Forget about a bigger rig; grab a bigger glass.",,5.7,,,70,,,,,,"Centennial, Cascade and Simcoe",,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Oosik Amber Ale,,Amber Ale,"Oosik Amber Ale is a true German-style altbier, brewed with pale, Munich and crystal malts. Deep amber with copper highlights, Oosik sports a toasted and caramel malt profile, balanced by traditional noble hops. A special yeast strain ferments this ale at cooler lager temperatures, giving it a smooth malt character and a clean finish. Want to hang--so to speak--for a while? Oosik Amber Ale gives you hang time. Great flavor, big mouthfeel, satisfying finish...all in a session-worthy beer. Compare it to other ambers--Oosik rules. Look for our 20-inch Oosik tap in better beer bars throughout AK.",,5,,,11,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Full Curl Scotch Ale,,Scotch Ale,"Full Curl Scotch Ale is brewed in the traditional Wee Heavy Scotch strong ale style. (This is not to be confused with the lighter-bodied Scottish ale style.) All about malt, Full Curl pours dark brown with a tan head. Its medium body provides sustenance while its strength boosts courage. With a stiff mug of Full Curl under your belt, you may even have what it takes to don a kilt.",,6,,,20,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Arctic Rhino Coffee Porter,,Coffee Porter,"Inspired by local artist & roaster Michael Allen's eccentricly-named blend of coffee beans, Midnight Sun's brewers designed a beer recipe and infusion process that perfectly captures the alluring aroma, satisfying flavor and curious legend of Allen's Arctic Rhino Coffee.Arctic Rhino Coffee Porter combines two quintessential Pacific Northwest favorites: coffee and ale. The result is wonderfully romantic and robust--a duel-fueled porter that melds charismatic dark malt with freshly roasted coffee beans. The (un)rest is up to you.",,5,,,20,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Old Whiskers Hefeweizen,,Hefeweizen ,"This is our perennial summer seasonal beer, first brewed in Summer 1995 when we opened.Affectionately called ""Spunky and Chunky"", Old Whiskers Hefeweizen is a traditional Bavarian-style unfiltered wheat beer. Created with equal parts malted wheat and pale two-row malt, Old Whiskers is lightly hopped to style. A unique Bavarian strain of yeast imparts a clove- or banana-like aroma and flavor. (We swear we did not put cloves into the brew. It is the magical powers of The Yeast.) Old Whisker is delicious and refeshing--the perfect summer quencher, served with or without a slice of lemon.",,5,,,20,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Meltdown Double IPA,,Double IPA,"The days are long but the season is short. So what gives? Sleep! After doing more before midnight than most Outsiders do in a week, Alaskans deserve some down time. And these moments of relaxation demand more than that ordinary, non-distinct lawn mower beer. Celebrate a day well done with a beer done well--a seriously delicious IPA with some scorchin' hops.Our new seasonal double IPA is designed to keep you incredibly hopped up spring through summer.",,8,,,80,summer,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,CoHoHo Imperial IPA,,imperial IPA,"When the loveable ""hopheads"" at Humpy's Great Alaskan Alehouse requested a winter version of alehouse favorite Sockeye Red IPA, our brewers instinctively spawned CoHoHo Imperial IPA.CoHoHo begins with generous measures of pale two-row and specialty malts along with spirit-boosters like brown sugar and honey. Hefty doses of Cascade, Centennial and Simcoe hops beautifully balance that outrageous malt bill while juniper berries heighten the festive character of this exuberant beer.",,8.5,,,85,winter,,,,,"Cascade, Centennial and Simcoe",,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Panty Peeler,,Belgian Tripel,"Free spirited Panty Peeler pours rambunctiously into your glass, releasing its engaging aroma. Curacao (bitter) orange peel and coriander create a beautiful yet bolder tripel by infusing color, citrus and spice. Belgian yeast adds playful character. Bottle conditioning assures a perfectly heady experience.Brewed as a Belgian tripel but with American boldness, Panty Peeler is delicious yet spirited. Originally named Extreme Polar White Bier, it got nicknamed ""Panty Peeler"" along the way. Then we translated it to French for a while: E'pluche-culotte. Now we're back to calling it Panty Peeler and we've kicked up the coriander and orange peel to represent its original design.",,8.5,,,15,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Monk's Mistress ,,Belgian Dark Strong Ale,"Dark and strong as the style implies, La Maitresse du Moine dances across the palate with complexity and mystery--just as the Northern Lights move across the night sky, delighting the senses and enlightening the mind. In the tradition of monks who have devoutly brewed beers of character and strength for centuries, La Maitresse du Moine Dark Strong Ale reflects the passion and dedication required to create a beer this heavenly. This Mistress of the Monk is seductive, pensive and intriguing. We say it in French: La Maitresse du Moine.",,11.5,,,13,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Arctic Devil ,,Barley wine,"Arctic Devil Barley Wine, aptly named after the ferocious wolverine of the north, is an English-style (meaning malt-inclined) barley wine. Though the recipe and process for Arctic Devil have evolved over the years, it is typically brewed in January then aged in oak barrels for several months before the entire batch is blended, bottled and released on the Friday after Thanksgiving.In its youth, Arctic Devil gnarls and snarls its way across the palate. Containing this beast of a beer for long periods in oak barrels--some having previously aged port, wine or whiskey--tames the unleashed malt and fierce hop flavors, melding and mellowing this powerful liquid into an incredible elixir worthy of a brewer's table.Each annual batch of Arctic Devil Barley Wine represents the brewers' resolve to create an intriguing and sought-after barley wine by precisely brewing to well-designed specifications, carefully selecting the type and combination of barrels to use for aging, and meticulously checking the beer as it ages. Distinct nuance and complexity are contributed by the wood's previous tenants, resulting in unique flavor profiles in each batch that continue to change over time. We invite you to savor Arctic Devil Barley Wine upon its release then cellar some for future enjoyment.",,13.2,,,20,limited,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Fallen Angel ,,Belgian Golden Ale,"Fallen Angel Golden Ale, first brewed on 6-6-6 [JUN 6, 2006], is named in the tradition of Belgian golden strong ales--after the devil himself. We call this beer our ""original sin"" because it spawned our 2007 Deadly Sin beer series.Midnight Sun's Fallen Angel Golden Ale is a traditional Belgian-style golden strong ale--beautifully gold in color with tiny, conniving bubbles forming a very thick, meticulous head. Effervescent and crisp, this seriously delicious elixir tempts the palate with apple (oh so Garden of Eden), pear and a little earthy mustiness. Fallen Angel captivates your senses with its lightness and brightness while its 8% ABV strength breathes fire into your soul, warming you from the inside out.Angel-like in appearance, the devil is in its strength.",,8,,,35,limited,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Berserker Imperial Stout,,Imperial Stout,"Vicious and viscous, this menacing brew pours opaque black with a creamy maduro-colored head. Its aroma offers seductive whiskey, chewy red wine, dark fruit and lavish tobacco. Berserker Imperial Stout invades your taste buds with in-your-face flavor. Weighing in at almost 13% alcohol by volume, Berserker is completely out-of-control. Give it a good fight. This version of Berserker Imperial Stout was aged in both red wine and whiskey barrels. The entire batch was brought back together before being packaged in kegs and 22-oz bottles.",,12.7,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Conspiracy ,,Belgian Black ,"Conspiracy Belgian-style Black Beer is the result of a collaboration between Midnight Sun brewers Gabe Fletcher and Ben Johnson and Pelican Pub (Pacific City, OR) brewer Ben Love. These brewers conspired during barley wine fest week to brew up a deviously delicious dark Belgian-style beer. Conspiracy is opaque black with a creamy beige head. Black malt shrouds it in mystery; the Belgian yeast imparts intriguing flavor; the alcohol adds danger. If you're up for this mission, watch your back.",,8.5,,,25,limted,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Obliteration Series I Double IPA,,Double IPA,"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.",,8 to 10,,,80-100,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Obliteration Series II Double IPA,,Double IPA,"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.",,8 to 10,,,80-100,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sun Brewing Company,Obliteration Series III Double IPA,,Double IPA,"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.",,8 to 10,,,80-100,,,,,,,,,,,,,,,,,,,,,,,
